Error: Release Year Invalid         - show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,description
Error: No Countries Listed          - s1078,Movie,Shiva: Journey to Plunotaria,Suhas Kadav,,13-Apr-21,2019,TV-Y7,81 min,Children & Family Movies,Young superhero Shiva must use his powers to thwart a scheming scientistÉ??s plans to blast Earth with explosive pellets from planet Plunotaria.
Error: No Countries Listed          - s1079,Movie,Shiva: The Secret World Of Vedas City,Suhas Kadav,,13-Apr-21,2017,TV-Y,78 min,Children & Family Movies,When the residents of Vedas are ordered to evacuate by a prince who claims the town as his own  young Shiva sets out to save the city and its citizens.
Error: No Countries Listed          - s1083,TV Show,Don't be the First one,,,11-Apr-21,2021,TV-14,1 Season,"International TV Shows,Reality TV",Is marriage just better between funny people? Revealing their day-to-day lives  celebrity comedian couples explore the bonds that keep them together.
Error: No Countries Listed          - s1093,Movie,Dolly Parton: A MusiCares Tribute,,,7-Apr-21,2021,TV-PG,55 min,"Documentaries,Music & Musicals",In a star-studded evening of music and memories  a community of iconic performers honor Dolly Parton as the MusiCares Person of the Year.
Error: No Countries Listed          - s1095,TV Show,The Wedding Coach,,,7-Apr-21,2021,TV-MA,1 Season,"Reality TV,Romantic TV Shows",Former bride and forever comedian Jamie Lee shares her irreverent yet practical tips and tricks for wedding planning with struggling lovebirds.
Error: No Countries Listed          - s1096,TV Show,This Is a Robbery: The World's Biggest Art Heist,,,7-Apr-21,2021,TV-MA,1 Season,"Crime TV Shows,Docuseries,TV Mysteries",In 1990  two men dressed as cops con their way into a Boston museum and steal a fortune in art. Take a deep dive into this daring and notorious crime.
Error: No Countries Listed          - s1097,Movie,The Last Kids on Earth: Happy Apocalypse to You,Steve Rolston,,6-Apr-21,2021,TV-Y7,92 min,"Children & Family Movies,Comedies","Help Jack and his monster-battling friends make choices to stay alive É?? and have some fun É?? in this interactive ""Last Kids on Earth"" adventure!"
Error: No Countries Listed          - s1117,TV Show,Glimpses of a Future,,,1-Apr-21,2020,TV-PG,1 Season,"Docuseries,International TV Shows",This docuseries celebrates the virtual collaborations between a group of artists  dancers and writers from around the world during the pandemic.
Error: No Countries Listed          - s1131,Movie,Seven Souls in the Skull Castle: Season Bird,Hidenori Inoue,,1-Apr-21,2017,TV-14,182 min,"Action & Adventure,Dramas,International Movies",Japan  1590. Wandering samurai band together to take on the lord of Skull Castle in this É??BirdÉ?ù version of the dynamic show performed in a 360?ß theater.
Error: No Countries Listed          - s1133,Movie,Seven Souls in the Skull Castle: Season Wind,Hidenori Inoue,,1-Apr-21,2017,TV-14,185 min,"Action & Adventure,Dramas,International Movies",Japan  1590. Wandering samurai band together to take on the lord of Skull Castle in this É??WindÉ?ù version of the dynamic show performed in a 360?ß theater.
Error: No Countries Listed          - s1160,Movie,Black Is Beltza,Ferm??n Muguruza,,26-Mar-21,2018,TV-MA,87 min,"Dramas,International Movies",A young Basque man is radicalized in 1960s America after being forbidden from participating in a parade on racial grounds.
Error: No Countries Listed          - s1181,TV Show,Alien TV,,,19-Mar-21,2021,TV-Y7,2 Seasons,"Kids' TV,TV Comedies",Alien reporters Ixbee  Pixbee and Squee travel to a lovely but odd planet called Earth  where they attempt to make sense of humans and their hobbies.
Error: No Countries Listed          - s1184,Movie,Reframe THEATER EXPERIENCE with you,Taketoshi Sado,,19-Mar-21,2020,TV-G,84 min,"International Movies,Music & Musicals",Perfume's Reframe 2019 concert  performed to great effect in the newly reconstructed Line Cube Shibuya  is recreated as a high-tech concert film.
Error: No Countries Listed          - s1194,Movie,Wave of Cinema: 90's Generation,Adriano Rudiman,,18-Mar-21,2020,TV-PG,51 min,"Documentaries,International Movies,Music & Musicals","Walk down memory lane and experience the soundtrack to beloved film ""Generasi 90an: Melankolia"" through nostalgic performances."
Error: No Countries Listed          - s1208,Movie,Audrey,Helena Coan,,14-Mar-21,2020,TV-14,101 min,Documentaries,An intimate portrait of legendary Hollywood actress  fashion icon and humanitarian Audrey Hepburn  who stood for love above all else.
Error: No Countries Listed          - s1215,Movie,Quiet,Luis Alejandro P??rez,,12-Mar-21,2020,TV-MA,103 min,"Dramas,International Movies,Music & Musicals",The lives of three Chilean teenage misfits converge as they try to find their place in an unequal society through hip-hop and lasting friendships.
Error: No Countries Listed          - s1225,TV Show,Last Chance U: Basketball,,,10-Mar-21,2021,TV-MA,1 Season,Docuseries,É??Last Chance UÉ?ù hits the hardwood in East Los Angeles as a coach with strong convictions leads young men who hope to fulfill major college potential.
Error: No Countries Listed          - s1226,TV Show,Marriage or Mortgage,,,10-Mar-21,2021,TV-G,1 Season,"Reality TV,Romantic TV Shows",A wedding planner and a real estate agent compete to win the hearts and budgets of spouses-to-be. Will they pick fairy-tale nuptials or a dream home?
Error: No Countries Listed          - s1236,TV Show,Pok??mon Journeys: The Series,,,5-Mar-21,2021,TV-Y7,4 Seasons,"Anime Series,Kids' TV,TV Action & Adventure",Young trainer Ash and his new friend Goh become research fellows at Professor Cerise's laboratory  traveling all over the world to learn about Pok??mon.
Error: No Countries Listed          - s1247,TV Show,A Perfect Day For Arsenide,Sunny Lau,,1-Mar-21,2019,TV-MA,1 Season,"Classic & Cult TV,Crime TV Shows,International TV Shows",An eclectic group of people encounters zany situations in this anthology of surreal  offbeat tales from Hong Kong. Based on Mr. Pizza's hit novel.
Error: No Countries Listed          - s1248,Movie,Banyuki,Hidenori Inoue,,1-Mar-21,2009,TV-PG,182 min,"Action & Adventure,Dramas,International Movies",In this stage performance filmed for the big screen  an innocent man seeks revenge after breaking free of the prison he was held in for ten years.
Error: No Countries Listed          - s1250,Movie,Blanche Gardin: The All-Nighter,"Xavier Maingon, Marc-Antoine H??lard",,1-Mar-21,2021,TV-MA,96 min,Stand-Up Comedy,With self-deprecating humor  French comic Blanche Gardin offers stream-of-consciousness observations on environmentalism  gender relations and herself.
Error: No Countries Listed          - s1251,Movie,Connected,Milton Kremer,,1-Mar-21,2021,TV-G,42 min,"Documentaries,International Movies,Music & Musicals",Argentine DJ Hern?≠n Catt?≠neo  known for his house music innovations  invites a symphonic orchestra for a four-night run at Buenos Aires' Teatro Col??n.
Error: No Countries Listed          - s1256,Movie,Seven Souls in the Skull Castle 2011,Hidenori Inoue,,1-Mar-21,2011,TV-14,177 min,"Action & Adventure,Dramas,International Movies",In this cinematic distillation of the electrifying stage performance  seven spirited souls take on the dark threat growing in shadowy Skull Castle.
Error: No Countries Listed          - s1263,Movie,Ginny & Georgia - The Afterparty,,,26-Feb-21,2021,TV-MA,35 min,"Comedies,Dramas",Cast members of the hit Netflix show join the hosts to unpack the drama of Season 1  and Cristela Alonzo offers tips for being the new kid at school.
Error: No Countries Listed          - s1272,TV Show,The Last Bastion,,,25-Feb-21,2018,TV-MA,1 Season,"International TV Shows,Spanish-Language TV Shows,TV Dramas",The Robles family  born and raised in the Americas  experiences the highs and lows of the revolutionary drive to Peru's independence.
Error: No Countries Listed          - s1277,Movie,M8 - When Death Rescues Life,Jeferson De,,24-Feb-21,2019,TV-MA,84 min,"Dramas,International Movies",When Maur??cio becomes a student at a top medical school  he becomes obsessed with a mystery linked to the dead bodies used for dissection.
Error: No Countries Listed          - s1290,Movie,Wave of Cinema: Surat dari Timur,Saron Sakina,,20-Feb-21,2020,TV-G,58 min,"Documentaries,International Movies,Music & Musicals",Featuring a mix of film footage and special performances  this virtual concert honors the memory and music of revered Indonesian singer Glenn Fredly.
Error: No Countries Listed          - s1300,TV Show,Thus Spoke Kishibe Rohan,,,18-Feb-21,2021,TV-MA,1 Season,"Anime Series,International TV Shows",A popular manga creator becomes enmeshed in paranormal events while conducting research: Stand User Kishibe Rohan visits Italy  goes bankrupt and more.
Error: No Countries Listed          - s1382,Movie,Hire a Woman,Ifeanyi Ikpoenyi,,26-Jan-21,2019,TV-14,108 min,"Comedies,International Movies,Romantic Movies",An uptight man attempts to make his ex-girlfriend jealous when he pays his co-worker to act as his lover at a university reunion.
Error: No Countries Listed          - s1383,Movie,She Is,Chris Eneng Enaji,,26-Jan-21,2019,TV-PG,102 min,"Dramas,International Movies,Romantic Movies",Under pressure from her family and friends to settle down  a successful and single woman searches for the right partner  refusing to settle for less.
Error: No Countries Listed          - s1419,Movie,Chris Rock Total Blackout: The Tamborine Extended Cut,Chris Rock,,12-Jan-21,2021,TV-MA,98 min,Stand-Up Comedy,In this extended cut of his 2018 special  Chris Rock takes the stage for a special filled with searing observations on fatherhood  infidelity and politics.
Error: No Countries Listed          - s1437,Movie,Ratones Paranoicos: The Band that Rocked Argentina,"Alejandro Ruax, Ramiro Mart??nez",,6-Jan-21,2021,TV-MA,76 min,"Documentaries,International Movies,Music & Musicals",The irrepressible Ratones Paranoicos  Argentina's most enduring rock band  are featured in vintage concert and backstage footage as their story's told.
Error: No Countries Listed          - s1443,TV Show,Korean Pork Belly Rhapsody,,,4-Jan-21,2020,TV-G,1 Season,"Docuseries,International TV Shows",A love letter to pork belly É?? a perennial favorite among Koreans of every generation É?? unfolds with an exploration of its history and cooking methods.
Error: No Countries Listed          - s1463,TV Show,Running Man,,,1-Jan-21,2020,TV-Y7,1 Season,"Kids' TV,TV Comedies",Wanting to bring home the ultimate prize  a group of competitors gather for a championship É?? and discover both friends and enemies as they play!
Error: No Countries Listed          - s1472,Movie,Best of Stand-Up 2020,,,31-Dec-20,2020,TV-MA,77 min,Stand-Up Comedy,From Jerry Seinfeld to Leslie Jones  Kevin Hart to Hannah Gadsby  laugh along with the funniest bits from Netflix's 2020 stand-up comedy specials.
Error: No Countries Listed          - s1483,TV Show,Transformers: War for Cybertron: Earthrise,,,30-Dec-20,2020,TV-Y7,1 Season,Anime Series,While Megatron takes drastic measures to save the Decepticons  the Autobots fight to save all of Cybertron from both on the planet and aboard the Ark.
Error: No Countries Listed          - s1519,Movie,Ma Rainey's Black Bottom: A Legacy Brought to Screen,,,18-Dec-20,2020,TV-PG,32 min,"Documentaries,Music & Musicals",Viola Davis  Denzel Washington  George C. Wolfe and more share the heart  soul and history that brought August WilsonÉ??s timeless play to the screen.
Error: No Countries Listed          - s1532,Movie,The Wedding Shaman,Farishad I. Latjuba,,17-Dec-20,2019,TV-PG,111 min,"Dramas,International Movies,Romantic Movies",After a betrayal at work  a finance professional becomes an assistant to a bride shaman in order to salvage her only remaining property É?? and love life.
Error: No Countries Listed          - s1534,TV Show,BREAK IT ALL: The History of Rock in Latin America,Picky Talarico,,16-Dec-20,2020,TV-MA,1 Season,"Docuseries,Spanish-Language TV Shows",Soda Stereo  Caf?? Tacvba  Aterciopelados and others figure in this 50-year history of Latin American rock through dictatorships  disasters and dissent.
Error: No Countries Listed          - s1557,Movie,A Trash Truck Christmas,Eddie Rosas,,11-Dec-20,2020,TV-Y,28 min,Children & Family Movies,When Santa crash-lands in the junkyard on Christmas Eve  Hank  Trash Truck and their animal friends all have a hand in rescuing the holiday for everyone.
